text,label
Foi amor a primeira vista,1
O atendimento pós-venda da @Dell não é elogiado à toa. Ambas as atendentes fizeram jus ao motivo da escolha do notebook q minha mãe adquiriu,1
Nunca pensei que acharia um Notebook da Dell tão daora https://www.youtube.com/watch?v=4OwWgpNRIKc …,1
Reclame Aqui - Dell Computadores do Brasil - não consigo pedir para conserto de notebook... http://fb.me/2h94oSENa,-1
notehbook da dell é um LIXO !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,-1
VOLTA PRA MIM NOTEBOOK DA DELL SEU LINDO SINTO FALTA DE APERTAR SUAS TECLAS,1
"Cara, eu e o Google manjamos mais de arrumar meu notebook do que o suporte da Dell, just saying ????",-1
terceiro notebook dell que da problema com internet wi fi aqui em casa,-1
"Ativei as configurações do TouchPed do notebook. Fui pra casa da namorada, voltei, me deitei e agora que apareceu a janela de opções. #Dell",-1
"P/ quem tem notebook @Dell  se prepare: qdo sua máquina fizer + de 5 anos, a DELL te vira as costas, só te resta jogar fora! #Chatiada",-1
"Tenho um notebook de última geração, porém não tem entrada pra CD, essa Dell pensa que sou rica pra ficar comprando programas caríssimos ??",-1
@giselerebelo Já tive Dell e ainda tenho um notebook HP.  Fuja da Dell e da HP. Lenovo é o melhor em tudo.,-1
@Dell Notebook Inspiron N4050 com o seguinte erro de HD - Error code 2000.0142 - Validation 37296 self test unsuccessful status:7. Soluções?,-1
"Vou comprar um Notebook da HP. A Dell é uma merda, tenho um ódio fodido dessa empresa fdp",-1
"Troquei 6 por meia dúzia, achei que trocando meu notebook da Dell pelo da Samsung ia me livrar de problemas. PORRA NENHUMA.",-1
Paguei 2800 em um notebook dell que só durou um ano e meio,-1
"suporte da Dell entrou no meu notebook pra resolver uns problemas, e agora deixaram ele sem som algum! :D que queridos não?",-1
"cara, eu nunca usei um dispositivo com uma conexão wifi tão ruim quanto a desse notebook dell. enquanto TUDO pega 4 barras, ele só pega 1",-1
"@DellAjuda Meu note Dell está dando 8 bips seguidos muito altos a todo momento, ele funciona perfeitmente mas acho q pode ser algum problema",-1
@telmakalistos O problema é que o meu notebook que estragou era justamente da Dell. Não tive uma experiência boa com ela :(,-1
Grande decepção com o Suporte da #Dell #reclameaqui Já!!!,-1
Notebook da Dell é muito bom ???,1
Que lindo note...,1
"som do not da dell é baixinho, vou ter q largar uma gambiarra e conectar no som",-1
"dessa vez, o notebook Dell passou pelos testes Bianca™ de qualidade",1
@olhardigital Boa edição ^^ Mas a minha escolha para o notebook seria a da Dell. ^^,1
"Não sei nem o motivo pelo qual fui comprar Dell. Já sabia dos problemas. Para quem pensa em cometer esse erro,... http://fb.me/74nsFOFRo",-1
Reclame Aqui - Dell Computadores do Brasil - Inspiron 14z 5423 parou de funcionar após... http://fb.me/6QAY6D6Sl,-1
Desinstalei a atualização Dell e o notebook parou de travar... Olha a Dell querendo travar meu notebook com atualizações de touchpad,-1
"@DellAjuda Olá Dell, algumas teclas do meu notebook nao estao funcionando, como as letras c,v,m, Enter, Shift. como resolver?",-1
"o carregador do meu note quebrou e como a dell é muito legal, só o carregador dela funciona  #VoteFifthHarmony #KCA",-1
Lá vai o role de ligar para a dell.... Aí falar o código lá... Falar que tenho garantia... Falar que não o notebook está sem carga alguma...,-1
"quero meu notebook da dell de volta pfvr, esse novo not as good",1
"juntando isso aos preços atuais da dell, acho que vou ficar o resto da vida com esse notebook, porque olha..",-1
coisa mais linda eu ligar na dell e o cara falar que vou ter que formatar o not,-1
DELL = Deixe Eles Lesados Largados,-1
"E o mais engraçado, a concorrente da @HPBrasil @HPSuporte, a empresa Dell tem a venda baterias pra notebook no site, fácil assim… é vergonha",1
Compre um notebook da dell e de brinde ganhe 24 meses de dor de cabeça ou sofra com ela até trocar de notebook :),-1
eu já tinha decidido não comprar um notebook aí a dell vai e anuncia esse mais fino que o mackbook air...,1
"Dell me surpreendeu no suporte, tô com meu note funcionando já. Que belezura.",1
Próximo sonho de consumo: Notebook Dell Inspiron 7000. PIREI NESSE NEGÓCIO,1
"eu olho pro meu notebook agora e me amaldiçôo por não ter comprado um asus, acer ou um dell",1
"@diegobferreira ah sim... experimenta comprar um notebook dell, hp, sony... vc morre louco com tanto programa acessório chato.",-1
"Essa Dell ta de sacanagem comigo, cada hora me aparece um biziu diferente nesse notebook ¬¬",-1
Tentando recuperar meu note com a @Dellajuda mas ta difícil. @ReclameAQUI - ... http://www.reclameaqui.com.br/13267513/dell-computadores-do-brasil/sem-suporte/ …,-1
@tocadolobo @proveisso meu note dell também começou a reiniciar do nada com o problema 0xc000021a :(,-1
"não se transforma fusca em ferrari, assim como não se transforma notebook positivo em notebook dell.",1
"Depois de 56 (!) minutos com o suporte telefônico da Dell, terei q enviar o notebook para a assistência.",-1
"Vou mandar esse notebook de volta pra DELL com uma bomba atômica dentro, porque é uma porcaria mesmo",-1
Venho por meio desse Tweet q o notebook da @Dell é o melhor,1
"A loja Dell deu um notebook novo, de última geração (de uma linha bem melhor do que ela vai comprado), pra minha tia",1
"Você acha que a @Dell tem notebooks com uma qualidade superior, você está enganado. #dell #dellLIXO #NÃOCOMPREDELL http://www.reclameaqui.com.br/14295761/dell-computadores-do-brasil/notebook-dell-qualidade-ruim/ …",-1
"Nunca, jamais, em hipótese nenhuma troque um notebook @Dell por um @SamsungBrasil #fizbesteira",1
"Ai meu notebook é o um DELL, que não tem um PowerPoint, LIXOOOOOOOOOOO",-1
"Notebook DELL inspiration 15 é uma roubada, não comprem. https://youtu.be/pGzYYTXMHu0  via @YouTube",-1
"Estou extremamente insatisfeita com meu notebook Dell novo, pois a placa wireless Intel 7260 conectividade ruim @dellnoBrasil @intelbrasil",-1
"Dell diagnostic hard drive error code ..  :'( tentando resolver um problema, eu achei outro .. notebook e eu super 'alinhados'  :-/",-1
"Obrigada #dell por fazer com que meu not voltasse pior da assistência e após um tempo, descobrir que vcs esqueceram de um parafuso.",-1
"@DellAjudaPRO meu notebook não liga mais!! Trava na tela de inicialização ""dell"" e não funciona mais, oq eu faço?!",-1
"Note novo esse da Dell kkkkkkk meu tio deu esse para doar para a igreja. Mas é mto tesão, acho q vou desvia-lo haha  Link permanente da imagem incorporada",1
@rbnave eu to jogando num notebook dell 2010 podridão edition,-1
CHEGOU!!! #AlegriaDeCriança #Dell #latitude3450 #PC #notebook #ggwp #happy https://instagram.com/p/6hv_5_CfdK/,1
"A Dell ta conseguindo meu ódio com esse vostro 5470, tenho um problema atrás do outro com esse modelo de notebook",-1
Mas eu to surpreso. Esse note da Dell tinha um monte de problema com driver no Windows 8. Parece que agora posso atualizar eles sem medo.,1
Pra vc que pensa em comprar um notebook #Inspiron 14 3000 Series da #Dell... Não compre.,-1
Meu esse note da Dell é sensacional,1
Dá uma olhada nessa reclamação contra @Dell Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/11929129/dell-computadores-do-brasil/problemas-com-a-bateria/ … …,-1
"Desliguei o outro notebook só pra usar o Dell e nossa, que sileeeencio HUAHUAHUAHua",1
"Esse notebook da Dell tem uma tela LINDA, mas dá problema toda hora em driver de vídeo e é o que eu mais uso.",1
Como se eu fosse comprar mais alguma coisa na Dell depois dessa putaria com o meu notebook,-1
Um note de 18 meses com 4GB de memória não suporta 1 firefox e 2 planilhas.Como vou trabalhar dessa forma? @DellAjudaPRO @Dell @MichaelDell,-1
"o praise-the-lord amazing wonderful ultra mega power notebook Dell® foi pra fita em 2 semanas. Nem isso, eu acho.",-1
"Acho que na próxima vez que for comprar um note eu cruzo a fronteira, mas não compro mais com a Dell. Que bagunça...",-1
@DellnoBrasil @DellAjuda amigos estou com o segundo not defeituoso vendido pela DELL a mais de 10 dias tentando contato e sou enrolado,-1
Reclame Aqui - Dell Computadores do Brasil - Equipamento com problema desde a aquisição http://fb.me/1Dc0didjI,-1
"Boa noite, pessoal! Meu notebook chegou, fiquei até surpreso com a rapidez que montaram e mandaram. Parabéns, @Dell.",1
E por último um note da Dell Red ??????,1
MDS um not da dell 2.900 com esse dinheiro junto mais um pouco e compro um mac,-1
quero processar a dell pelos tweets sobre o horário de verão perdidos pq meu notebook reiniciou,-1
Dá uma olhada nessa reclamação que eu fiz contra Dell Computadores do Brasil no @ReclameAQUI - ... http://www.reclameaqui.com.br/13299560/dell-computadores-do-brasil/dell-nao-atende-seus-clientes-note-parado-ha-20-dias-se,-1
"E o pior é que paguei caro numa configuração mais parruda pra depois ficar essa carroça. Na boa, não comprem notebook da Dell.",-1
"Notebook da Dell, muito bom para quem gosta de jogar e/o fazer edições gráficas. Resolvi compartilhar com vocês. http://goo.gl/OOViYG",1
Eu tava com um probleminha no note.Consultor da Dell falou q não tinha nada de errado.Agora o sistema está sendo restaurado por erro dele ;),-1
"jess retweetou Dell no Brasil Gnt n confia nesse papo da Dell de melhor suporte n, os técnicos fizeram uma zorra no meu note e eu tive q me virar  jess adicionou, Dell no Brasil @DellnoBrasil O futuro da sua empresa depen",-1
Dá pra comprar outro notebook novo cm o valor deste reparo da Dell.,-1
Notebook #dell sem teclado #abnt2 desanima... :-(,-1
"No chat online da Dell Eu: Acusa erro no hard drive, não acessa o windows. Técnico: Ok. Vc está no chat através do notebook?",-1
reiniciando teu cu notebook dell fdp!,-1
"Meu notebook deu um probleminha,    E assim que liguei no suporte Dell,  fui atendida logo,  o técnico que me atendeu foi super lega...",1
alo @dell o notebook da @nicollechidiac ta com problema o modelo é esse aqui  Link permanente da imagem incorporada,-1
"a propósito, vi um notebook lindo hoje, da Dell, era quadradão do jeito q eu gosto asoidhjasiofd",1
Dell é Dell.... Sistema de ventilação duplo em note ultrabook dell... Show... #dell https://instagram.com/p/4pDqEGydPb/,1
Aff preciso MT de um notebook @Dell ajuda nois aí,1
"Pq os note da dell com intel i5 é tão caro? Ai q injusto, o i7 então nem se fala",-1
E todo mundo sabe que o que mais mata notebook é temperatura. Os da HP e Dell esquentam até o processador forçar desligamento.,-1
"Cara,as baterias dos not da dell não presta, já tive dois, e os dois são ruins",-1
Tenho uma sorte ein... Segundo notebook da DELL que eu vou ter que trocar... '-',-1
Você acorda preparado e motivado para trabalhar. Mas o wifi do notebook não funciona. Há #dell como você é magnífica ???,-1
"@DellnoBrasil compraria fácil um celular da Dell, depois do notebook que comprei amei",1
@rouedelavie COMPRA DELLZAO Q @Dell DESTROI NOS NOTE PARA GAMES PIRATAS CHUPA @EA NAO PAGUEI NADA,1
"Notebook Dell, por que tão complicado?",-1
Alegria com o Win10 no note > Vejo q nao consigo mais ajustar o brilho da tela > descubro que a Dell não atualizou todos drivers > fudeo,-1
Torcendo pra Dell agilizar logo minha situação pra eu não precisar ir no Procon. Tanto problema só pq eu quis comprar um notebook bom.,-1
"Nao sei se é a @Dell  ou se é o @Windows  8 , mas meu notebook atualizou e simplesmente não liga",-1
Queria muito que fosse mais rápido a atualização do note. A Dell só fode os caras.,-1
"Comprei um notebook da @Dell em 2009 e nunca deu problema, além disso está rodando o windows 10 sem nenhuma dificuldade. Parabéns!",1
"AAAAAAAAAAAAAAAAAAAAAH KCETE, DELL  WHY TU ME MANDA MSG DIZENDO PRA VERIFICAR STATUS DO MEU NOTEBOOK, SE NÃO MUDA NADA?",-1
EU TO ODIANDO TANTO A DELL POR NAO TER MANDADO O NOT AINDA PQ EU PODERIA TER VOTADO MAIS #WorthItVMA,-1
"um caso lamentável de uma suposta ""grande empresa"" que lança no mercado um produto com incompatibilidades na... http://fb.me/2raFn4mPv",-1
"Socorro, esse note da Dell sai o som EMBAIXO. Por que, designers, POR QUÊ???????????",-1
Amooo meu notebook #Dell #corei7 ????,1
adivinhem? meu notebook deu pau no windowss e agora vou ter q esperar a dell me enviar um cd do windows ate sexta,-1
"Nada do notebook que eu comprei chegar, e ninguém da Dell me dá uma explicação convincente, portanto: compra cancelada.",-1
A maldita dell não me deixa carregar a bateria do note. E amanhã não vai ter luz.,-1
Meu notebook não ta ligando @Dell ?,-1
"@LeoRdgs @lord_davi bom ponto, mas já tive problema com notebook então quero uma marca confiável, e das atuais só gosto da Dell.",1
meu notebook deu pau e a Dell quis cobrar quase 1k pra arrumar (sem dizer qual que é o problema),-1
"Esperando deitado por uma promoção da @DellnoBrasil , para fechar negócio... To vendo que meu notebook não será #Dell .",-1
"Como a assistencia tecnic sumiu com meu notebook, preciso de um novo, alguem indica uma marca boa sem ser dell  ou apple (caro demais p mim)",-1
4 dias para o meu aniversário. Q foda esse PC né mãe! ? http://www.submarino.com.br/produto/122565536/notebook-2-em-1-dell-inspiron-13-7348-a20-intel-core-i5-4gb-500gb-led-full-hd-13-3-windows-8.1 …,1
"@GordoGeek Caso parecido com a Dell e a frente do leitor de DVD do notebook. Queriam que enviasse pra lá, pagando preço de um drive completo",-1
"Comprei um notebook da DELL que não vale. Ligo na assistência, mando email e eles não retornam .. Só estou falando isso para alerta-los",-1
"E o suporte da @dellnobrasil que ligou pro numero errado, a pessoa q atendeu disse q tava ok o notebook e a dell encerrou o meu chamado?????",-1
"Gente, garantia da Dell é muito foda, o técnico já veio e já arrumou meu note *O*",1
"eu burra, paguei quase 300 reais num antivirus que veio note DELL,  @DellAjuda que nao serve muito e ainda tem uma maldita listra notebook",-1
"consegui trocar meu note ao invés de mandar pra assistência, peguei um da dell melhor q o meu e pelo mesmo valor ==== sorte grandeeee",1
patrãozinho vai me dar um note da dell I7 com 8 GB ram pra trabalhar ♥♥♥,1
@MicrosoftBr A atualização do meu Win8 para o 10 (originais) NOVAMENTE danificou meu note. Quem pagará o reparo de R$ 700 da Dell?,-1
"@Davireisilva sim. Mas isso não me diminui o ódio com a dell que não sabe fazer carregador que dure mais que o notebook -_-""",-1
"A velocidade da ""troca avançada"" da Dell (substituição em garantia) é inversamente proporcional à pressa que eles... http://fb.me/7j5j7cdaR",-1
"Comprei um notebook Dell, não me entregaram. Decidi levar o antigo para o conserto; economizei R$ 1.600,00 [grato pela ineficiência, Dell]",-1
"E aqui em casa mesmo fez a troca por uma placa novinha. E tenho meu notebook inteirinho, intacto e normal novamente ? Entao, valeu @Dell!",1
"Entro no site da dell com a intenção de comprar o notebook mais barato, aí eles fazem a comparação com os mais caros...",-1
galera nao comprem NoteBook da @Dell @DellnoBrasil porque no futuro quando vc quiser atualiza-lo nao vai poder......,-1
"@SenaRanon @Dell @ReclameAQUI O problema foi dia 05.03, fiz todos os procedimentos, pagamento e só hoje irão AGENDAR a visita do técnico.",-1
Cuidado com a Dell. Adquiri um Note Dell com Office incluído.  Não mandaram a chave do produto e ainda me mandam falar com a Microsoft .,-1
"tava lembrando aqui q meu note ja ta pra completar 3 anos, com um total de 0 defeitos até então... dell é foda viu",1
Tentando recuperar meu note com a @Dellajuda mas ta difícil. @ReclameAQUI - ... http://www.reclameaqui.com.br/13267513/dell-computadores-do-brasil/sem-suporte/ … Ver resumo,-1
Recomendação de notebook para uso Intermediário: Notebook Dell Inspiron i14-3443-B40 Link de compra pelo... http://youtu.be/pr9kmggvPcw?a,1
"Vejo muito chupa rola de Dell pqp, não é pq teu note e da Dell que ele vai ser bom. Ainda mais Inspiron, malz ai",-1
Só confirmando... #Dell nunca mais! #jaeras o note https://instagram.com/p/6mr4iotwgC/,-1
Dell - O barato que sai caro @ReclameAQUI http://www.reclameaqui.com.br/13629065/dell-computadores-do-brasil/dell-o-quot-barato-quot-que-sai-caro-atencao/ …,-1
"Nunca pensei que seria tão difícil , configurar um notebook da Dell",-1
"VAI TOMAR NO CÚ! SÓ PASSO RAIVA COM ESSA MERDA DE NOTEBOOK!!! Jamais comprem produtos Dell, é uma bosta!",-1
Acho que nessa semana o técnico da Dell vem buscar o notebook e trazer o novo -amém-,-1
notebook dell muito rui cores rui brilho de tela rui,-1
"@marcuspessoa eu uso linux, e assim, quando comprei o not a dell só faz venda casada com windows.",-1
"agora que meu notebook, pediu carga, 6h na bateria dell sua linda.",1
Odeio meu notebook dell. Uma bosta,-1
"Olho um notebook na dell, em uma semana tava 2700, na outra 2900, hoje ta só 3400 reais",-1
notebook bom era o meu da dell so deu problema pq queimou por causa de um blackout,1
"Dell é o notebook que tem estrutura mais fraca, sempre quebra.",-1
Como está essa análise @Dell @DellnoBrasil @DellAjuda @DellAjudaPRO ? A demora é de acordo com a competência? @Reclame_AQUI @entregadificil,-1
"@algumaanna @felipe_fgnds Muito. Note eu gosto da Dell, samsung e HP",1
eu tiro baidu hao123 br123 jogo do fuleco isurf webssearch  mas não consigo formatar um notebook DA DELL @DellnoBrasil,-1
In love com meu novo notebook da Dell... Depois de séculos usando um netbook... rs... E nem tenho coragem de me desfazer do pequenino... rs,1
"Meu notebook atual veio com antivírus McAfee. MEU DEUS COMO É RUIM! Por que a Dell trocou a Norton por eles, hein?",-1
"À 40 minutos no telefone tentando arrumar meu notebook, vlw Dell ?",-1
"Primeiro susto - resolvido - Dell: O notebook está carregado, mas não liga nem com a mulesta.",-1
"Aiii que maravilha, meu notebook parou de ligar! Já vi que tá chegando a hora de trocar...",-1
"uma coisa que ninguém explica, o not da HP não conectou a internet da universidade nem com resa braba, e o da dell nem precisou solicitar a",1
"Jaque Menezs retweetou Dell Ajuda Por isso não indico a ninguém comprar #Dell. Estou com #notebook encalhado???? #ficadica Jaque Menezs adicionou, Dell Ajuda @DellAjuda @JaqueMenezs não temos assistências técnicas nas regiões. Por favor, neste caso, pedimos que procure o Suporte no 0800 970 3355 opção 3. ^RP",-1
Notebook da Dell do meu pai nem trava e rápido p crl,1
A pessoa compra um notebook e é obrigado a comprar um mouse...pq o touchpad não vale bosta! CCE >>>>>>> DELL,-1
Parabéns para Dell por ter feito um notebook que é tão fácil e prático de se fazer uma manutenção.,1
Não atualizem seus notebooks DELL para o windows 10. Queima a placa-mãe!!! http://www.reclameaqui.com.br/14337742/dell-computadores-do-brasil/dell-inspiron-14z-5423-nao-liga-apos-atualizacao-para-windo/ …,-1
"Continuo na batalha: @DellnoBrasil , esteja certa d q não desistirei até acordo satisfatório ou a justiça ser feita! http://www.reclameaqui.com.br/11551979/dell-computadores-do-brasil/total-desrespeito-descaso-e-atitude-de-editado-pelo-reclame/ …",-1
"Nossa, só reparei agora o tanto de software da Dell que tem nesse meu notebook. Jesus, é muita coisa.",-1
"já está bom de ""zica"" tecnológica: dell c placa mãe em curto, acer c processador queimado, not novo travado pra w7, 2 pendrives queimados.",-1
"boas notícias hj, o outro not, o da dell, vai ser concertado, tudo dentro da garantia",1
"Troco barril de gasolina por notebook dell I7 COM PLACA DE VIDEO TOP, mais sedan zero nissan ou renault. pau a... http://fb.me/7hesiqdE1",-1
Caraca o meu note tá dando #trabalho para o #tecnico.  Isso porque é #dell...,-1
"O mesmo Notebook da Dell a dois meses custava 2599,00 hoje esta 2.899,00 e olha que é um I5.A Dell ta sentando o sarrafo.",-1
notebook tem q ser dell memo né mano num tem jeito,1
Meu notebook Ta pedindo pra ser jogado pela janela. @Dell ainda essa porra. Paguei horrores. #sextacomvalentinosdv,-1
haaa obrigada Dell por dizer que eu tinha que trocar a placa mãe do meu note sendo que não precisava fazer isso !!,-1
"linha de pc's / not's dell vostro não presta, haja paciência pra instalar os drivers  =X",-1
É quase mais fácil montar um carro do que um notebook da Dell,-1
Paguei quase 3 mil reais num notebook top de linha da Dell pra ele ficar esquentando e desligar quando eu mudo a posição da tela.,-1
Tive problema semelhante com um notebook da dell. A tralha de 500mb de drivers e aplicacoes de suporte do leitor de impressão digital nao…,-1
DELL - descaso total com o cliente.  http://www.reclameaqui.com.br/12803214/dell-computadores-do-brasil/descaso-com-a-solicitacao-do-cliente/ …,-1
Notebook Dell... Agilidade e ótima performance para realizar as mais variadas tarefas.,1
"A desculpa agora do suporte @Dell @DellnoBrasil @DellAjudaPRO é que tentaram contato e não conseguiram, estão de brincadeira! @Reclame_AQUI",-1
"@Rafaael_dc po, tô nem usando quase ( dia de semana só uso o note, tô c um Dell i5 teclado iluminado um tesão) e tô na busca do carro ahahah",1
"Meu notebook Dell fica conectado ao carregador, mas não carrega. Já é a segunda vez que isso acontece em menos de... http://fb.me/4JDEE65rs",-1
"meu Note começou com a graça de um aplicativo da Dell, SOS",-1
"Em 2009 compramos um notebook Dell por R$2.500, 6 anos depois não vale nem 10% ou R$250.",-1
vou instalar o w10 no notebook da minha mãe mas vou deixar ele formatar. eu quero matar esses programinhas da dell que vêm junto.,-1
"Fui no site da Dell pra comprar um Not, vi e ja comprei, ai fui na Americanas bisbilhotar e o mesmo not ta absurdamente mais barato",-1
"Sobre o touch do mouse do meu novo notebook Dell, to achando uma droga, mas pelo custo benefício, não posso reclamar acho :/",-1
O cara da dell vem amanha arrumar meu not ♥,1
@ReclameAQUI @DellAjuda @Dell Chamado aberto e sem previsão de solução.  Link permanente da imagem incorporada,-1
obrigada ao atendente da dell que consertou meu note prometo não entrar mais em porno vlw flw,1
finalmente comprei meu notebook  amém senhor finalmente comprei um da samsung msm pq da dell ta caro 0 retweet 1 curtiu Responder   Retweetar    Curtir  1,-1
Notebook Dell não compro mais.Toda hora abrem avisos d atualização/backup do sistema q nao servem p/nada.Querem ganhar vendendo inutilidade.,-1
@dell vem logo arrumar o meu notebook pfvrzinho,-1
"gaste uma fortuna, compre um dell, seja feliz até acabar a garantia, depois vc pode desejar estar morta (pois é assim que o note vai ficar)",-1
"Fui comprar uma mochila de notebook, a menina me mostrou uma da Dell, perguntei se não daria incompatibilidade com o HP e ela não soube",-1
nossa como odeio esse notebook sdds o meu da dell não sei oq meu pai arrumou com ele,-1
"Precisa de suporte @Dell no fim de semana? Esqueça! Problemas no carregador do note novo na sexta noite, esperando ate 5 dias p repor!",-1
Que merda de notebook esse Dell de bosta,-1
Finalmente com meu notebook funcionando novamente! - O bom da Dell (quando merece eu falo) é que todo os serviço... http://fb.me/40r8104v0,1
Até que fim um note bom da DELL nessa nova safra. http://fb.me/6oQI6C1J2,1
proximo notebook vou comprar da acer pq dell nunca mais que coisa horrivv,-1
Tweet para declarar o meu amor pela Dell e pelo meu novo note SENSA fodasticos e rápido bjs,1
"tive DELL por 3 anos e meio e foi um notebook muito bom, esse ASUS agora tá me parecendo tão bom quanto :D",1
mru irmaozinho eu vo comprq um note da dell af eu fico la no trampo mexendo queria tanto p mim af......,1
