text,label
"água morna sob uma ponte vermelha é uma celebração da energia feminina, uma homenagem ao poder de cura das mulheres.",1
que usa um crime sensacional da vida real do século XIX como uma metáfora para,1
", o filme em casa deixará você querendo mais, para não mencionar deixá -lo com algumas risadas e um sorriso no seu rosto.",1
", o filme mantém ambigüidades que valem a pena assistir.",1
diálogo ultra-cafona,-1
Adicionada profundidade e ressonância,1
o sensacional,1
formato de tela enorme para fazer um filme antiquado sobre a natureza que educa os espectadores com palavras e imagens enquanto os entretém,1
"drama de suspense bonito, mas insatisfatório",-1
não é muito bom também.,-1
em seu mais sem charme,-1
"Faz uma estréia incomum, mas agradavelmente assustadora, atrás da câmera.",1
"um filme familiar bom, empolgante e classificado para menores, voltado principalmente para crianças pequenas, mas com muito valor de entretenimento para evitar que os adultos se contorcem em seus assentos.",1
"Tudo sobre as meninas não nada, mesmo suas passagens de observação sensível, parece uma segunda mão, familiar - e não de um jeito bom.",-1
O elenco está no local e,1
vídeo digital feio,-1
"só pode amar os jogadores que traz à tona para os seres humanos talentosos, mas sem sentido que são e para a contribuição ainda inestimável que eles deram à nossa história compartilhada",1
bastante agitado,-1
torna-se mais uma comédia idiota do ensino médio sobre piadas sexuais e datas de baile,-1
demandas e recebe excelentes performances,1
"xxx é uma explosão de adrenalina,",1
puro escapismo,1
Crie um filme que não seja apenas sobre chutar mortos -vivos ***,1
sobre amor e cultura,1
é pior :,-1
horripilante,-1
lamenta suas tragédias em particular,-1
as cenas de ação são mal entregues,-1
é tão ruim,-1
tão ruim,-1
", 84 minutos é curto",1
"brinca por toda parte, nunca ganhando muito impulso",-1
uma obra-prima,1
"Muito a ver com o elenco de Juliette Binoche como areia, que traz para o papel de sua beleza pálida e sombria e calor característico",1
não te deixa com muito.,-1
Boa atuação,1
"Como a maioria dos filmes de Jaglom, alguns deles estão afetando honestamente",1
os ritmos de marivaux e as limitações de mira sorvino como atriz clássica,-1
tem menos sucesso em outros níveis,-1
Ainda vale a pena ver,1
inteligente e em movimento.,1
Ele parece infeliz por toda parte enquanto vira suas cenas,-1
homens,1
realizar o que poucas sequências podem,1
"Uma abordagem desajeitada de filmes de TV para detalhar um capítulo na vida do célebre dramaturgo irlandês, poeta e bebedor",-1
não tenho certeza de qual metade da libélula é pior: a parte em que nada está acontecendo ou a parte em que algo está acontecendo,-1
"emocionante, engraçado e divertido.",1
obrigado a apelar para as mulheres que procuram um tempo uivante de lixo,1
", nunca chega a ser classificado como lixo espalhafatoso.",-1
tem o material certo para entretenimento bobo de verão e tem risadas suficientes para manter o interesse até o fim.,1
"cativante, atencioso",1
"Seagal, que se parece mais com Danny Aiello hoje em dia",1
"as encenações, por mais fascinantes que possam ser como história, são muito toscas para servir especialmente bem ao trabalho.",-1
"nem tudo funciona nessa ambiciosa escapada cômica , mas coppola , junto com sua irmã , sofia , é um verdadeiro cineasta.",1
o processo desumanizante e de destreplasculha do ego,-1
Assunto tabu,-1
Veja isso,1
conclusão totalmente incompetente,-1
"Sempre fazia parte da maioria das vezes que o capricho de Wilde ajuda "" ser sério "" a superar suas fraquezas e interferência criativa de Parker...",1
você se vê torcendo pelo personagem de gai para evitar o destino que se abateu sobre todos os outros carmen antes dela,1
Corra para a cobertura,-1
baixo orçamento,-1
uma ode enganosamente casual,1
"saiu palavras murmurando como "" horrível "" e "" terrível "" """,-1
Ajuda Chicago a fazer a transição de palco para tela com considerável apelo intacto,1
você tem ellen pompeo sentada ao seu lado para o passeio,1
Um passo gigante para trás,-1
verdadeiros fãs,1
apenas cópias,-1
Muito rico e emocionante,1
Entrevistas luminosas e filme incrivelmente evocativo de três décadas atrás,1
"de lynch, jeunet e von trier, ao mesmo tempo em que não consegue encontrar uma faísca própria",-1
", você não pode ajudar, mas se envolve na emoção do surpreendente crescimento da empresa.",1
esta novela de tundra congelada,-1
um confronto,1
é simplesmente muito exagerado,-1
muito,1
gratuitamente,1
espécies intrigantes,1
Tente e evite,-1
"scherfig , que tem uma carreira de sucesso na tv",1
assistir isso te deixa tonto,1
"Lindamente agido e dirigido, fica claro que Washington certamente tem uma nova carreira pela frente, se assim o quiser.",1
muito mais doméstico,-1
ação escandalosamente criativa,1
as noites mais puramente agradáveis ​​e satisfatórias,1
nunca é uma questão de como as coisas vão acabar,-1
apenas abra novas feridas,-1
Apesar de sofrer um fracasso de um senso de um humor,-1
para uma história,1
além da poderosa clínica de atuação de hoffman,1
coisa certa,1
a maravilhosa cinematografia e atuação naturalista,1
Filmes de alto conceito,1
sonâmbulo por vulgaridades em uma sequência que você pode recusar,-1
sem motivo para ser,-1
"quase todo o filme é confuso em um nível ou outro, tornando o ararat muito mais exigente do que precisa ser.",-1
"revigorante, surreal e ressonante",1
"o castelo, uma sensação de alegria, que o torna atraente por toda parte",1
tem paixão pelo material,1
"Talvez seja o cinema da fórmula, mas não há nada de errado nisso se o filme estiver bem elaborado e este é.",1
Um filme que não pode obter uma distância suficiente da Leroy's,-1
renderização romantizada,1
é fantástico como Rachel,1
de efeitos especiais que variam de queijo a queijo a mais brega,-1
o pior filme que um homem fez sobre mulheres desde o vale das bonecas,-1
"venha, já tendo sido reciclado mais vezes do que eu me importo em contar",-1
com admiração,1
brincadeira alegre de um filme.,1
uma piada sem parar,1
", partidários e sabotagem",-1
sangrento como cenas de tortura e auto-mutilação,-1
assim como o recente filme argentino filho da noiva nos lembrou que um filme de bem-estar ainda pode mostrar o verdadeiro coração,1
"ub igualmente satiriza e celebra os aspectos mais extremos da 'cultura negra' e os aspectos mais idiotas da 'cultura branca', ao mesmo tempo em que aponta como os dois são inseparáveis.",1
o pacote em que este fascinante - e oportuno - conteúdo vem embalado é desapontadoramente genérico.,-1
"esta comédia sombria obscenamente ruim, tão grosseira",-1
Naomi Watts é fantástico como Rachel;sua estrutura pequena e persona vulnerável enfatizando sua situação e isolamento,1
emocionante e,1
Schticky,-1
E da melhor maneira,1
de nossas quadrinhos femininas mais extravagantes,1
Squidade que o tornaria o queridinho de muitas crianças e o canal a cabo orientado para crianças e familiares,1
(menos um filme do que) uma coisa terrível e odorífera... então,-1
este filme especial,1
do Amazing Spider-Man,1
a violência que vira o estômago,-1
poderia usar um pouco mais de humanidade,-1
não tudo,-1
adquire um inegável valor de entretenimento como o sr. Broomfield continua a forçar as pessoas e a entrar em situações que fariam homens inferiores correrem para se esconder.,1
um thriller da polícia-procedência lenta,-1
uma má ideia do quadro um,-1
diversão fantástica e suada,1
piada muito engraçada,1
a fúria materna de volletta wallace,-1
história complexa,1
no topo de diálogo de madeira,-1
que progride de maneira tão discreta que corre o risco de monotonia,-1
o filme mais forte de be burns desde os irmãos mcmullen,1
Não posso perder,1
O excelente recurso de Dover Kosashvili é tão potente,1
da melhor escrita de história curta,1
Procura emoção em drama alto fabricado,-1
comédia fraca.,-1
um insulto a cada família,-1
está essencialmente vazio,-1
dos problemas do filme,-1
Faz meu grande casamento grego gordo parecer um drama do apartheid,-1
não é nem metade do interesse.,-1
Nunca alcance a popularidade do meu grande casamento grego gordo,-1
""" foco automático "" funciona como uma biografia incomum e documento de swingers masculinos na era da Playboy",1
"No momento, eles estão apenas signos marcando a lenta e persistente morte da imaginação.",-1
Quirks de personagens atraentes para perdoar esse problema ainda sério,1
"muitas vezes demora tanto no irrelevante quanto no envolvente, que gradualmente muda que horas são aí?",-1
a energia necessária para descrever o quão ruim é,-1
Espere para ver então.,-1
poderia ser facilmente chamado de melhor filme coreano de 2002,1
maior tela histórica de todos os tempos,1
"Um elenco sólido, orientação garantida e completa falta de ironia moderna.",1
bailarinas em coma,-1
oh-tão importante,1
"da estrada, onde as ironias temáticas são óbvias demais e a política sexual muito presunçosa",-1
equações de fórmula,-1
"é um trabalho que, com humor, calor e inteligência, captura uma vida de vida interessante",1
merece uma nota passageira,1
Você é gon na como este filme.,1
"simplesmente estúpido, irrelevante",-1
"tece os elementos da trama e um clima poderosamente evocativo, combinando sexualidade acalorada com uma sensação assombrosa de mal-estar.",1
uma acusação pesada de falhas dos pais e,-1
sentiu performances em geral.,1
parece estranho e distanciado,-1
finalmente fez um filme que não é apenas ofensivo,1
casual e divertido,1
Mesca de mergulhar,-1
"o estranho sobre o papai noel 2, supostamente um filme infantil, é que não há nada nele para envolver as crianças emocionalmente.",-1
o trabalho de câmera íntimo do filme,1
Você estará desejando que você e eles estivessem em outro filme.,-1
de desonestidade,-1
como bestial,-1
"Porque é uma coleção solta de piadas não tão divertidas, momentos dispersos de humor preguiçoso",-1
", eles se mostram mais angustiantes do que suspensos.",-1
estalando,1
um estudo bastante revelador de seus dois personagens principais,1
"grande drama, estilo Disney",1
"Pode ser mais genial do que engenhoso, mas faz o trabalho.",1
", boa ação, boa atuação, bom diálogo, bom ritmo, boa cinematografia.",1
seu marido valentão,-1
Gaghan... jogou todos os clichê de suspense no livro nesta história sem sentido.,-1
os elementos mais sombrios da misoginia e da violência não provocada sufocam a iluminação criada pelas duas filhas,-1
"escorrendo, arrepiante e emocionante",1
Recusente obsoleto,-1
filmando a vida repleta de recifes,1
Uma história já fina se resume a invasores sobreviventes que buscam um antivírus existente.,-1
bastante cativante.,1
com menos piadas para quebrar o tédio,-1
arrogante e,-1
enganos profundos,-1
As coisas vão ficar bem,1
a claustrofobia paranóica de um filme submarino com o fantasma inquietante do sobrenatural,1
grande,1
diversão bem-humorada encontrada em filmes como tremores,1
melhorar,1
transfixa o público,1
comovente e importante,1
narcótico,1
um ávido interesse,1
abençoado com duas performances de chumbo fino e matizado,1
verdadeira estrela,1
"Prestado-não, paralisado-por um script auto-indulgente...",-1
é expressamente para idiotas que não se importam com que tipo de esgoto eles entram em suas gulinhas mentais para simular o sustento.,-1
"é assustador... (é o que o rock punk costumava ser e o que o meio de vídeo poderia usar mais: espírito, percepção, convicção",1
que enfermeiros traçam buracos de maneira suficiente para pilotar uma equipe olímpica de uma equipe olímpica através,-1
isso é charmoso e bem agido,1
uma mistura ruim,-1
O gênero cara em um vestido,1
o diretor Claude Chabrol se tornou o mestre das insinuações.,1
fascinante e,1
terrivelmente sem graça e lamentavelmente sem romantismo.,-1
filmes de guerra,-1
uma obra-prima inuíte,1
Oscar,1
O roteiro carregado de clichê,-1
"namoradas são ruins, esposas são piores",-1
fornecer muito mais informações,1
", e tão fácil de ficar entediado quanto o seu ABC,",-1
O que você deseja,1
fluido e hipnotizante,1
"... um conto de amadurecimento vívido, pensativo e assumidamente cru, cheio de sexo, drogas e rock 'n' roll.",1
"é uma prova do charme considerável do filme que ele consegue entreter, apesar de jogar como uma comédia de longa-metragem repleta de dilemas familiares estereotipados.",1
Ransacks,-1
Falta o carisma e a capacidade de levar o filme em seus ombros reconhecidamente largos.,-1
relatório do Livro,-1
deixe o teatro,-1
maus-tratos,-1
"o diretor, com seus cenários falsos e ritmo majestoso,",-1
Um elenco diversificado e surpreendentemente articulado de crianças palestinas e israelenses.,1
Quem sofre com este filme,-1
um transportado por um forte senso de humanismo,1
"Apesar de todos os seus toques brilhantes, Dragon perde o fogo no meio do caminho, quase tremendo por sua conclusão superficial.",-1
outra brincadeira divertida de robert rodriguez.,1
"Dirigido com propósito e requinte por Roger Mitchell, da Inglaterra, que aproveita a passagem de pratos comerciais agradáveis e relativamente leves, como Notting Hill, para uma tarifa comercial com peso temático real.",1
Provavelmente estarei em lojas de vídeo no Natal,-1
"Engraçado, triunfante,",1
Underachiever,-1
um filme de ideias e caos cômico irônico,1
de espectadores para personagens reais e parcelas atraentes,1
Ruminações de moeda de dez centavos,-1
Vale a,1
", reality shows - reality shows pelo bem de Deus!",-1
"Quaisquer que sejam as lições sentimentais e hipócritas do filme sobre sexismo, suas verdadeiras cores surgem em várias cenas de camiseta e chuveiro molhadas.",-1
'vou chorar pelo seu dinheiro de volta,-1
fascinante,1
"é pior: a parte em que nada 'está acontecendo, ou a parte onde algo' está acontecendo",-1
"Como o futuro de Max Rothman, não funciona.",-1
de personagens peculiares e uma história envolvente,1
"tem a sensação de um show de talentos do acampamento de verão: escrito às pressas, subereso, arbitrariamente plotado e",-1
"dando vida à arte de Kahlo,",1
corrida ruim,-1
Pode acabar tentando se afogar em um lago depois.,-1
muitos prazeres,1
vale a pena procurar,1
"Neste momento, com este elenco, este filme é sem esperança",-1
bombas-relógio,-1
equilibra histórias tradicionais ou modernas de uma maneira que um nunca sobrecarrega o outro.,1
o histrionismo superficial falhando em compensar as caracterizações finas como papel e situações fáceis,-1
"Aplosbros desconhecidos desconhecidos de estupidez, incoerência e brincadeiras sexuais sub-refomóricas.",-1
um gosto azedo na boca de um,-1
desempenho decente,1
"... familiar e previsível , e 4/5 disso pode muito bem ter vindo de uma máquina xerox em vez do franco ( escritor-diretor ).",-1
"Um thriller de manchete entre os judeus ortodoxos na Cisjordânia, o tempo de favor de Joseph Cedar gerencia não apenas para encontrar um meio dramático convincente de abordar uma situação complexa, mas também sem comprometer essa complexidade.",1
responsável por um dos piores filmes de um ano,-1
"assustador, descaradamente manipulador e inventado",-1
amor de filme,1
escuridão humana,-1
"entenda que a ideia de explorar abuso sexual para rir é engraçada, não explorá-lo você mesmo",-1
É muito alto para gritar insultos na tela,-1
