text,label
"Eu recomendo, custo beneficio são ótimo.",1
Fotos em alta definição.,1
tela fantástica.,1
O produto atingiu as minhas expectativas.,1
Mas o essencial para ter bons resultados é possível com este produto.,1
"Gostei muito a bateria dura bastante,!!",1
O celular é ótimo,1
muito fácil manuseio.,1
Não tem aquela portinha chata do S5.,1
O moto G5 Plus tem um sério problema na bateria.,-1
Ótimo produto..,1
com espaço interno de bom tamanho.,1
"Aparelho top da linha Galaxy, só isso já diz tudo.",1
tela com bom tamanho.,1
Boa maquina para quem esta começando a fotografar.,1
"Compra recente não testei muito, mas a bateria está durando bastante!",1
Ponto de dúvida é durabilidade: Samsung é famosa por ter perda sensível de performance depois de 6 meses.,-1
Compra recomendada.,1
Bateria de longa duração.,1
O melhore mais completo até agora!,1
"O celular é muito bom, pesquisei muito antes de compra-lo, mas não fazia ideia do maior problema deste modelo.",-1
muitas funções,1
Sou fã da marca.,1
Muito satisfeito com o aparelho.,1
Em resumo: perfeito para uso intermediário no dia a dia.,1
Gostei em especial do toque digital.,1
Bom mas pode melhorar.,1
Boa.,1
A velocidade de processamento é boa.,1
Produto de excelente qualidade ! recomendo a todos .,1
"Faço freela para fotografia, comprei essa camera faz uns 2 anos ela e perfeita.",1
Ponto fraco para design,-1
Ele é lindo!,1
boa câmera qualidade de imagem.,1
Corresponde ao que é informado.,1
"sem travamentos, câmera bacana.",1
"O foco automático é um pouco lento, o que não permite muitas fotos em movimento.",-1
Bateria já estava ruim.,-1
Até que é bom.,1
"GS7, fantástico.",1
Bom custo-beneficio.,1
nenhum sinal de travamento.,1
Bom preço.,1
Gostei da câmera.,1
Achei os comandos bem intuitivos,1
a possibilidade de expansão de memória veio a calhar.,1
Produto muito bom.,1
Recomendado.,1
"O melhor da samsung, em qualidade e funcionalidade de imagem e recursos.",1
Supera as expectativas.,1
Camara muito boa.,1
Cumpre tudo o que se espera do aparelho.,1
Galaxy S7.,1
E ótima tem um foco excelente.,1
a câmera é alta qualidade.,1
a câmera está abaixo da categoria.,-1
Excelente produto,1
Vale a pena principalmente pelo Android puro.,1
Caríssimo.,-1
"Só não dei 5 estrelas porque devido o mesmo ser curvo, desnecessário, não é possível encontrar no mercado nenhuma película que fica perfeita nele.",-1
Super indico.,1
Excelente celular.,1
Aparelho muito bom,1
deixa a desejar na bateria.,-1
Pratico.,1
Excelente custo beneficio...,1
Interessante.,1
Aparelho muito bom recomendo.,1
Eu sempre comprei Samsung e fiquei apreensivo quanto a um Motorola.,1
Ótima relação custo-benefício.,1
MOTO G5: Pior opção possível.,-1
a memória ram poderia ser 3gb.,-1
Algumas informações não viram no Manual.,-1
Performance excelente,1
Bateria dura mais que um dia (é só não instalar o Facebook rsss),1
Adorei o design,1
Produto simples e que atende as principais funções do dia a dia.,1
Rápido,1
Melhor celular na sua faixa de preço.,1
designer perfeito.,1
ÓTIMO.,1
"não comprei na empresa efacil, empresa ruim.",-1
Muito rápido.,1
câmera boa.,1
na sua faixa de preço ainda está valendo a pena.,1
Por isso cancelei a compra e adquiri em outra empresa.,-1
Bem...é bem legal.,1
Amei super facil de usar.,1
"Vai um conselho: NÃO COMPREM NA SARAIVA !!!! Comprei celular que chegou com defeito de recepção de sinais, enviei imediatamente para troca.",-1
"Amei o produto! É uma câmera de entrada no mundo DSLR, com funções pré-programadas e a possibilidade de fazer configurações próprias, à medida que o usuário vai se familiarizando com esse tipo de equipamento.",1
Otimo!!!,1
design elegante.,1
é um pouco pesado.,-1
processamento muito rápido.,1
O display giratório que possui em alguns modelos diferentes não interfere na qualidade do T5!!! Recomendo.,1
Bonito,1
Velocidade de processamento boa.,1
Regular pois na primeira semana de uso tive que enviar ele para a assistência.,-1
"Não é o prmeiro produto deste fabricante que compro, so venho me atualizando.",1
"Vale a pena, não nos deixa apontar um item negativo.",1
"Foi meu primeiro Moto que tenho, até o momento estou satisfeito.",1
"Sem muitos rodeios, o aparelho tem me agradado bastante em praticamente todos os aspectos.",1
Produto muito bom para quem é amador e quer tirar fotos no lazer.,1
"Particularmente, eu prefiro do que o IPhone.",1
Já sou cliente dos celulares Galaxy eu não troco.,1
o material parece de qualidade.,1
poderia ter um preço melhor.,-1
com ótima performance,1
"Gostei do fato de ter a televisão, pois as vezes é útil.",1
entregue antes do prazo.,1
Bom! A ROM da Samsung me surpreendeu...,1
Maquina excelente.,1
A função de dividir a tela e usar dois aplicativos simultaneamente é ótima.,1
Gosto do Android quase puro e a Motorola atualiza o sistema operacional mais rápido que os demais fabricantes.,1
câmera fantástica.,1
Android super funcional e leve.,1
bateria dura até o fim do dia tranquilo.,1
Até o momento atende as minhas expectativas.,1
Amo motorola.,1
Excelente aparelo.,1
Critica por não ter recebido o blinde.,-1
Produto de qualidade.,1
"Fora a bateria e o zoom, com certeza o melhor até agora.",1
O carregamento rápido só funciona com o aparelho desligado.,-1
Destaque para a câmera.,1
Gostei bastante pela inovação nas características e velocidade.,1
Até agora é muito boa.,1
Amigável.,1
Experimentei com um amigo e adorei! Quero uma camera assim.,1
Fácil manuseio.,1
O Aparelho é bom.,1
"muito bom respondeu todas expectativas,.",1
"Ótimo produto, superou minhas expectativas, recomendo.",1
Muito bom . Recomendo .,1
boa câmera,1
"Estou usando ainda, mas é muito bom.",1
Sensor de digital excelente.,1
só a câmera não é tudo aquilo que é anunciado me decepcionou.,-1
Celular com bom custo benefício.,1
Pratico e simples.,1
Poderia custar mais barato.,-1
Quanto mais vc usa ela descarrega mesmo porem esse modelo usando o carregador dele faz recarga rapida e carrega rapidão (testei com outro carregador e demora mais) Não aconselho.,1
display de alta resolução,1
Correspondeu as minhas expectativas.,1
Galaxy s7.,1
Esperava mais.....,-1
Não tem nada que falte neste celular.,1
Excelente aparelho e tecnologia.,1
achei que esquenta quando utilizo o gear vr.,-1
"Comparando com S4 e S5, a bateria dura muito mais...",1
Maravilhoso!,1
Excelente custo-benefício.,1
Estou muito infeliz com a compra desse produto.,-1
"Meu primo tem uma, se eu pudesse compraria uma.",1
Super indico para quem busca design,1
"Smartphone muito bom, o processador até agora não decepcionou.",1
"Reune uma gama imensa de recursos em um único aparelho, corrigindo problemas que tinham as versões anteriores.",1
O foco automático é ótimo para poses.,1
"Ótimo smartphone, recomendo!",1
Moderno.,1
Vale a pena.,1
APROVADO.,1
Bateria meia boca.,-1
"Porém, me incomodou o ruído presente no momento de gravação de videos.",-1
inovador.,1
Até agora não tive nenhum problema com o celular,1
"Por enquanto não tenho do que reclamar, é lindo e cumpre todas as funções!",1
Processamento rápido.,1
Moderno,1
Câmera incrível.,1
O produto atende as expectativas que eu esperava encontrar.,1
Um ótimo smartphone,1
Produto de excelente custo-benefício.,1
rápido.,1
"a BATERIA dele é horrível, ainda consegue ser pior que o a do Galaxy S6, que já era péssima, comprei 2 e devolvi por causa da bateria, um celular caro desse com uma bateria péssima, se usar acaba rapidinho mesmo.",-1
De outro mundo!,1
Ótimo.,1
"Estava muito satisfeito com o antigo, porém esse aparelho conseguiu me surpreender em todos os aspectos.",1
Muito bonito.,1
A tela é bem brilhante.,1
Já tive o S5 e a Samsung mantem o padrão alto na qualidade da câmera.,1
Um bom aparelho porém baixo desempenho.,-1
"As pessoas esquecem q esse aparelho é intermediário, não top de linha e como intermediário ele da SHOW, pois ele vai além da sua faixa intermediária.",1
ótima performance,1
Ótimo produto!,1
Otimo desempenho.,1
Produto de boa qualidade.,1
"Esta câmera é um ótimo produto,estou satisfeito e fazendo muitos registro importante, pode compra esta aprovado.",1
A câmera tem muita qualidade.,1
"Eu não possuo uma, mas trabalhei com ela no meu emprego, Agencia de Propaganda, e achei excelente.",1
design perfeito...,1
Celular top de linha.,1
preço bom.,1
Produto Ruim.,-1
Produto show de bola.,1
perfeito.,1
nao tive nenhum problema por enquanto.,1
Me agradou muito sua funcionalidade.,1
ótima tela.,1
O produto vem com correia para evitar quedas,1
acabamento Premium,1
"Troca de bateria só pode ser feita na assistência técnica, pois não é possível abrir a tampa do aparelho.",-1
"Moto g 5 , não indico pra ninguém.",-1
muitas funções.,1
É um bom custo beneficio.,1
smartphone rápido,1
Ótimo pra quem está começando.,1
E se vcs kiserem celular bom indico que procurem um iphone da aplee mesmo versoes mais antigas pois nunca perdem valor de mercado aplee e aplee...,-1
pecou no touchscreen que não se apresentaram tão bem no uso...,-1
com uma tela de ótimo tamanho.,1
"O melhor de todos, sem mais.",1
"smartphone com um design que agrada, os detalhes são bem feitos.",1
e qualidade melhor ainda.,1
"Não é uma câmera profissional, mas dá pra fazer muita coisa boa com ela, sabendo usar.",1
ÓTIMO PRODUTO PARA SEMI PROFISSIONAIS.,1
Na promoção da Fast Shop vale a pena.,1
Bom!,1
é um ímã para impressão digital,-1
Aparelho premium.,1
Atendeu as expectativas.,1
Poderia ser mais resistente.,-1
Gostei muito do aparelho de início.,1
tela espetacular,1
câmera sensacional,1
A câmera esta me surpreendendo a cada dia.,1
faltou um pouco de capricho pelo fabricante.,-1
"É evidente que, num curto período de menos de 4 horas, de um único dia, não ocorreram três tentativas frustradas de entrega.",-1
Custo beneficio muito bom.,1
Não me arrependo não.,1
"Só não dei nota máxima, porque ele não vem com película protetora, como o J7, e no mercado NÃO existe uma que ajuste 100%, devido a tela ser um pouco curva.",-1
"O custo beneficio, é um dos maiores pontos positivos.",1
Excelente custo beneficio.,1
Boa velocidade na reprodução de vídeos.,1
"A câmera traseira é muito boa, porém em condições de baixa luminosidade a perda de qualidade é absurda.",1
"Ela não corresponde ao Smartphone da Motorola que está em propaganda, e sim a um bem inferior da Multilaser.",-1
Linha Moto G sempre bacana!,1
Um dos melhores smartphones do mercado.,1
entrega rápida.,1
Otimo produto.,1
Facilita a vida de quem vive na tecnologia.,1
a entrega foi rápida.,1
Aparelho otimo.,1
Produto Excelente.,1
"Minha experiência infelizmente não foi boa já que o aparelho corrompeu 2 cartões sd um de 64gb e outro de 128gb, na primeira semana de uso tive que enviar ele para a assistência, a motorola não se responsabiliza pelos cartões sd que o aparelho corrompeu, e até agora não consegui testar o aparelho novamente pois vou ter que arcar com a compra de outro cartão para fazer o teste, já imaginando que posso vir a perder esse também.",-1
muito fácil de usar.,1
Até que é fácil de manusear e encontrar as customizações.,1
"Enfim, este modelo da Samsung deixou muito a desejar comparado a outros aparelhos que tive.",-1
Bordas metalicas riscam com facilidade.,-1
a qualidade de imagem para fotos é incrível.,1
Melhor que qualquer iPhone.,1
"Bom pra quem gosta de ler, pois a tela é grande.",1
"Porém, para a minha frustração, o produto não veio no prazo prometido.",-1
Ótimo produto,1
não vem com um monte de aplicativos já instalados - e que você não usa.,1
Aprovei e recomendo.,1
"O aparelho é muito bom, mas com 2 semanas de uso ele apagou e não funcionou mais, nesse momento esta na assistencia tecnica,, Uma decepção total, espero que consertem e volte sem mais aborrecimentos...",-1
além do desing maravilhoso e ótimo acabamento.,1
Bom produto.,1
Já resetei o produto mas não resolveu o problema.,-1
"E O CONCERTO É 70% DO PREÇO DO CELULAR E PAGAMENTO NO MÁXIMO DE 2 VEZES, E DIZEM QUE É MAL USO.",-1
Produto coerente com todas as especificações técnicas.,1
Bom aparelho.,1
Rápido!,1
ótima bateria,1
com ótimo zoom.,1
APARELHO DE ÓTIMA QUALIDADE.,1
Mto barato e de qualidade.,1
Dura bastane tempo.,1
processador brutal,1
O prata suja bastante na parte de trás do aparelho.,-1
Melhor Custo Beneficio.,1
Complicado de encontrar películas compatíveis com a tela toda.,-1
Design invocado,1
Satisfeito com a aquisição.,1
Design muito bonito.,1
PRODUTO COM O PROCESSADOR MUITO RAPIDO.,1
As fotos são perfeitas.,1
"Não é tão caro quanto os tops de linha, mas atende muito bem a minha necessidade.",1
"Além disso, é caro demais.",-1
Equipamento muito bom.,1
S7 ÓTIMO.,1
Estou com o aparelho a menos de um mes e até agora estou gostando muito.,1
Registre seus melhores momentos em detalhes!,1
poderia ter um pouco mais de memória.,-1
Para jogos não se discute roda qualquer jogo.,1
Capacidade de armazenamento muito bom...,1
RAM perfeita!,1
Produto deixa a desejar.,-1
Muito bom e fácil.,1
"Um parente meu comprou e me emprestou para que eu pudesse avaliar, eu fiquei completa e absurdamente viciada, meu celular ficou em um canto que eu só usava para fazer ligações.",1
Mais um aparelho de qualidade!,1
Entrega rápida.,1
Excelente câmera!,1
E o preço esta muito bom.,1
Começo com pé direito.,1
Celular bom.,1
"Comparando com S4 e S5, é muito mais rápido...",1
Completíssimo.,1
"Celular top, muitos recursos.",1
o acabamento dele é ótimo.,1
"Optei pelo S7 pela possibilidade de utilizar cartao de memoria, o que ja nao era possivel no S6 e quem trabalha com o aparelho e precisa instalar varios apps, alguns podem ser colocados no cartao de memoria, liberando a memoria interna",1
"Tenho Uma Canon Power Shot SX 40 HS, é uma excelente Câmera, mas gostaria muito de ter uma Canon-Eos-rebel- T5 -18.0 megapixels.",1
"Em segundo lugar, estranha-me o fato de a empresa afirmar que houve três tentativas de entrega frustradas.",-1
apesar do android ser basante modificado apresenta boa fluidez.,1
"Gostei do fato de ter o rádio, pois as vezes é útil.",1
Sua câmera é ok para os demais do mercado.,1
Excelente aparelho.,1
"Celular como qualquer outro nesta faixa de preço, troquei meu Nexus por ele, demorei um pouco para acostumar, mas é bom...",1
para mim melhor custo benefício do mercado.,1
Intermediário de ponta.,1
Custo beneficio.,1
Moto G5 Plus decepciona.,-1
Vale a pena o investimento.,1
Os gestos ajudam bastante no dia a dia,1
Barato.,1
Os apps não travam nem engasgam.,1
A PLATAFORMA ANDROIDE DA SAMSUNG É IMBARÍVEL!,1
"câmera na traseina apesar de mais interna, continua sujeita a danos.",-1
Produto muito bom,1
Design lindo,1
100%.,1
O aparelho poderia ser um pouco mais barato.,-1
"Tenho o celular há pouco tempo, mas estou muito satisfeita.",1
RECOMENDO ...,1
"Mesmo sendo de 2016, ainda vale muito a pena!",1
Adorei.,1
"O diferencial dele é a TV, foi por isso que adquiri esse modelo.",1
"Uma versão top dos aparelhos da samsung, que hoje está com um ótimo custo/benefício comparando com os concorrentes.",1
Atende todas as minha necessidades .,1
"Fora isso ainda ganhei um Galaxy Gear VR na compra (promoção da Samsung ainda em vigor), show.",1
Duas semanas de uso e tudo bem,1
super rápido.,1
Boas configurações por um preço razoável.,1
Recomendo compra.,1
Produto muito fácil de se utilizar.,1
Recomendo muito este produto.,1
"Bandeja de chips é fraca, de plástico, dificulta inserção do cartão micro SD.",-1
ótimo desempenho,1
uma câmera de ótima qualidade,1
Muito satisfeito.,1
a prova d´água,1
Câmera impressionante.,1
Aparelho rápido,1
Um celular excelente.,1
O aparelho é bonito.,1
Por hora estou gostando muito,1
Ótimo atendeu minhas expectativas.,1
O celular é bom.,1
Gosto bastante! Celular muito rápido!,1
"O S6 tinha Infravermelho e podia emular controles remotos, o S7 não tem mais.",-1
"No mais, é um ótimo smartphone, realmente topo de linha.",1
Na primeira semana de uso já ralou facilmente.,-1
Minha paixão.,1
bateria de duração que chega quase 1 dia.,1
"Não possui ""área de transferência"", como todo android.",-1
"Adquiri em menos de um mês, a experiência esta sendo ótima.",1
A câmera é ótima para fotos em alta velocidade.,1
seu valor poderia ser um pouco menor.,-1
Destaque para a camera traseira que tira ótimas fotos.,1
Impecável.,1
Um produto fantástico.,1
Para quem nunca teve experiências com câmera DSLR é um bom começo e possível início da arte da fotografia.,1
Adorei esse é o meu primeiro Motorola e estou muito satisfeita.,1
Só acho que devem melhorar a qualidade da câmera tanto traseira quanto frontal.,-1
Veloz e com bons recrusos.,1
à prova d'água.,1
Estou insatisfeita com o produto que eu adquiri.,-1
Vale a pena pelo custo benefício.,1
Top.,1
Faz pouco tempo de uso mas parece um bom aparelho.,1
"Comparando com outro Galaxy que tive anteriormente, esse aparelho ainda não travou..",1
excelente resolução,1
Gostei do celular conforme minhas expectativas.,1
"Todos aqui em casa temos algum modelo da Motorola,mas o G5 plus é um passo à frente de todos os outros.",1
"O que me frustou foi o fato da empresa ter resolvido retirar a função de infravermelho (eu sempre usava o S5 como controle remoto da TV, ar condicionado, etc.",-1
Gostei de tudo.,1
"Em menos de 24horas, no dia 13/01/18, ocorreu a primeira queda do aparelho do meu bolso (o mesmo é muito liso e escorrega do bolso ao se sentar) e o aparelho trincou a tela.",-1
Caro.,-1
Agora com o lançamento do S8 e consequente queda de preço tornou-se um dos melhores custo-benefício do mercado.,1
A câmera é um dos diferenciais.,1
Produto me agradou muito,1
"O celular é bom, no geral.",1
com 32GB de armazenamento que é o suficiente para usar sem problemas futuros.,1
Estou com o aparelho há cerca de duas semanas e estou muito satisfeito até o momento.,1
Produto nota 10 em tudo.,1
"Há tempo queria comprar, dessa forma é, uma realização.",1
tira fotos com qualidade.,1
Exelente produto.,1
"Como a Lenovo viu que vacilou no aparelho pretende lançar agora o G5S Plus corrigindo esses detalhes, trazendo melhoria na câmera que vai ter 2 câmeras traseiras e modelos com 3GB de RAM e com 4GB de RAM.",-1
"Pelo que ouço, é um aparelho muito bom, vou comprar",1
Perfeita.,1
OTIMA.,1
O problema pra mim é não ser dual chip.,-1
o aparelho é muito liso e facilmente escapa da mão.,-1
Uma otima experiência em jogos.,1
display excelente e com cores vívidas.,1
"Recomendo o produto pela sua qualidade, nota 1000.",1
Interface mais fluida que a versão anterior.,1
funções fáceis de usar.,1
Maravilhosa câmera (Canon SX520),1
Muito bom!,1
Excelente custo benefício.,1
Um dos melhores aparelhos intermediarios de 2017.,1
Na propaganda diz ter tv digital é mentira.,-1
"Aparelho eficiente, sem frescuras e bem performático.",1
"Achei ruim a tela ter as bordas curvas, pois nao se encontra o protetor de tela, o que é muito complicado.",-1
Leve.,1
A qualidade de imagem é incrível!,1
"Decepção! Portanto, fica a dica: não comprem pelo Extra!!",-1
"Não tem modelo melhor no mercado brasileiro que o S7 e seu irmão maior, o Edge.",1
"Melhor que ele só os da próxima geração que ainda não chegaram aqui (LG G6, Galaxy S8, etc.).",1
"Mostrou-se muito rápido, em meu uso nunca travou.",1
"Depois que comprei esta câmera minhas fotos melhoraram Muito, Agora tenho fotos a nível profissional, com ela já fiz ate alguns ensaios e adquiri uma renda extra.",1
Câmera é bem rápida e de boa qualidade.,1
O fone que vem com o aparelho não tem boa qualidade.,-1
Excelente aparelho!,1
Este é o meu terceiro aparelho da Motorola e não compraria outro!,1
"Único ponto negativo é a impossibilidade de trocar a bateria (ou seja, tem vida útil contada, de 2-3 anos, fora isso, só alegria.",-1
Ótimo Produto!,1
Adorei!,1
Boa Câmera.,1
"SUPER RECOMENDO, POIS A BATERIA DE TODOS SÃO RUINS, NO MAIS ELE É MARAVILHOSO.",1
"a duração da bateria deixa a desejar, pois um dia que se tenha uma maior conversação ou se decida usar os recursos de TV que o aparelho fornece ela se esgota rapidamente.",-1
Custo-benefício excelente.,1
Fiquei muito satisfeita!,1
infelizmente os 2Gb de RAM não suprem a necessidade para quem usa bastante o aparelho com mais de um app ligado.,-1
Cumpre o que promete com um ótimo custo-benefício.,1
NFC,1
"Possui 8 núcleos e não suporta a capacidade, superaquece e desliga quando usa GPS+Bluetooth juntos, faça o teste e verá: ele esquenta até desligar.",-1
Meu terceiro smartphone da linha e mais um produto de qualidade!,1
O Galaxy S7 é um excelente aparelho.,1
"Valor de oferta de 250,00 não corresponde ao produto.",-1
Otimo aparelho!,1
Muito bom!!!,1
Não dá para focar e o flash só acende na hora do disparo.,-1
Por enquanto estou muito satisfeito!,1
É um excelente aparelho.,1
"Me sinto satisfeito pelo que paguei, pois pretendo melhorar as fotos com lentes novas com a 50 mm - f 1.4.",1
A memória é muito boa.,1
Maquina de boa resolução das fotos.,1
oferece uma praticidade muito elevada tanto em termos de uso como em caracteres de opções.,1
Bacana.,1
"Uma sugestão para o Always On seria exibir o ícone de outros apps, como o whatsapp, facebook e instagram.",-1
O S7 tem o tamanho perfeito para não chamar muita atenção.,1
design bonito.,1
Botão home ruim.,-1
Bateria dura muito!,1
a durabilidade da bateria que não dura 12 horas vc usando as redes sociais mas tirando isto estou satisfeita com o produto.,-1
No momento posso dizer q a bateria não dura como especificado no produto.,-1
"Em que pese a lente do kit basico ser de abertura maxima 3,5 nao muito apropriada para ambientes de pouca iluminacao e internos, por ter um sensor grande o ISO pode ir ate 1600 com um minimo de ruido.",1
Mas o produto cumpre tudo que prometeu.,1
Relativamente bom o investimento,1
O always on é uma inovação no aparelho,1
Excelente bateria.,1
"Adorei o produto, estou curtindo bastante",1
SATISFAÇÃO.,1
e a camera deixa bastante a desejar.,-1
"Gostei do produto, recomendo.",1
Recomendo.,1
O celular regrediu.,-1
Bom celular pelo custo.,1
Muito Bom!,1
"Assistência técnica em Belo Horizonte (WB Celulares) deixa muito a desejar - não tem foco no cliente e pessoal parece ser despreparado: levei meu aparelho para destravar a bandeja de chips, que tinha ficado emperrada no interior do aparelho após inserção do micro SD.",-1
Muito Bom.,1
Gosto do processamento extremamente rápido.,1
"enfim, cumpre o que promete.",1
Valeu a pena.,1
Excelente smartphone.,1
Muito bom e preciso.,1
Muito rápido! Não trava!,1
ótima configuração do celular,1
"Cuidado: não comprem pelo site do Extra, pois esta empresa não entrega no prazo.",-1
Pega vários canais em imagem hd.,1
"Tô apaixonada por ele, melhor celular!",1
"Por esses e outros motivos recomendo a todos que procuram um produto com alta performance, ampla opção de caracteres, prático e ótima qualidade, compre esse smartphofe.",1
Melhor da categoria.,1
Imagem de ótima qualidade.,1
Ótimo!,1
Custo beneficio excelente.,1
Prudoto bom.,1
Muito feliz e satisfeita.,1
ótimo p/ elaborar trabalhos etc.,1
Poderia ser mais barato.,-1
"e o sinal da tv, é enfeite ja rodei , todos os lugares que vou não pega, tenho outro aparelho da concorrência e pega normalmente!!",-1
Otimo.,1
Maquina de fácil utilização.,1
bom de espaço de memória.,1
"Rebel T5 Canon, uma boa opça.",1
Ótimo Celular! adorei!,1
Rápido ...,1
Funcionalidades é melhores ou iguais a maioria dos intermediários.,1
Excelente smartphone,1
Um celular quase TOP.,1
A melhor experiência com smartphone flagship.,1
a bateria é bastante resistente.,1
Mas estou muito satisfeito com o aparelho.,1
e até então estou gostando muito do aparelho.,1
A qualidade da imagem com pouca luz também impressiona.,1
facilidade no uso.,1
"Adorei o celular, além de lindo é toop.",1
Acompanha tampas de lentes para evitar riscos e manchas ao manusear.,1
Aparelbo com problema.,-1
Produto otimo.,1
"o produto apresenta diversas características de uso profissional amador, comprei para uso pessoal e tive bons resultados.",1
"Amei esse produto,me surpreendi com a ótima qualidade,essa câmera virou minha queridinha,amei ela mesmo,",1
Uma câmera para a introdução a fotografia,1
Era tudo o que eu esperava.,1
Nota 10.,1
tela amoled e quad hd dispensa comentários.,1
Por isso acabei devolvendo o aparelho para tentar adquirir outro.,-1
O S7 Edge é um telefone excepcional.,1
E um ótimo smartphone.,1
A câmera é incrivelmente sensacional.,1
É um ótimo produto.,1
Mt boa.,1
Alta capacidade de memória,1
A rapidez do leitor de digital também é um ponto positivo.,1
Satisfeito com a compra.,1
Bateria excelente.,1
O TOQUE DO DISPLAY É MARAVILHOSO E SUPER DELICADO,1
O sistema é rápido.,1
"O Bondfaro me alertou que o preço do produto havia caído para 948,00.",-1
ótimas fotos.,1
Camera excelente,1
"Excelente smartphone, recomendo!",1
O produto vem com duas lentes para fotografia,1
a qualidade de fotografia é superior se comparado a prozoomers,1
"O telefone desliga sozinho, mesmo a bateria apresentando carga.",-1
